F,0.472,0.658,0.913,1.262,1.796,2.748,5.186,octile,pwv,Tsys
585.100,5678.766,18109.471,86190.298,718405.073,18343127.653,5887783086.708,15445732624561348.000,1,0.472,5678.766
585.200,5570.052,17647.978,83242.569,684356.693,17114877.935,5306546070.146,12678058583953268.000,1,0.472,5570.052
585.300,5469.645,17217.899,80395.330,652673.431,16005744.306,4782688299.638,10430375798584532.000,1,0.472,5469.645
585.400,5364.842,16798.183,77645.412,622455.684,14968490.793,4315525604.210,8601049576138800.000,1,0.472,5364.842
585.500,5268.077,16388.688,75075.888,594323.023,13998458.998,3898505339.363,7100731530832313.000,1,0.472,5268.077
585.600,5173.063,15989.165,72591.331,567462.425,13106416.875,3529914579.563,5875674041939603.000,1,0.472,5173.063
585.700,5085.597,15617.247,70269.789,542440.271,12299592.137,3196172867.195,4873211463114244.000,1,0.472,5085.597
585.800,4993.751,15236.316,68022.213,518521.996,11529082.185,2897328953.494,4051126265036099.000,1,0.472,4993.751
585.900,4903.570,14881.744,65770.510,495657.364,10806876.361,2626427121.484,3367722525252477.500,1,0.472,4903.570
586.000,4820.513,14535.366,63740.055,474348.497,10153301.433,2386359468.502,2809320344291120.000,1,0.472,4820.513
586.100,4738.882,14197.039,61701.170,453954.807,9539284.519,2168241789.218,2346214458505661.000,1,0.472,4738.882
586.200,4658.590,13866.576,59796.044,434437.044,8972728.472,1974609327.408,1963980219786928.000,1,0.472,4658.590
586.300,4579.648,13559.217,57949.689,416238.885,8439823.092,1798269011.313,1647823929769490.250,1,0.472,4579.648
586.400,4502.077,13258.699,56224.953,398803.477,7947740.906,1639568700.133,1384154752736156.250,1,0.472,4502.077
586.500,4430.777,12964.747,54488.767,382537.562,7484351.202,1496601099.356,1164018737239128.750,1,0.472,4430.777
586.600,4355.691,12677.340,52866.773,366936.628,7056123.241,1366100039.704,981156429859084.875,1,0.472,4355.691
586.700,4286.787,12410.480,51352.215,352377.545,6652378.109,1249861556.797,828933130041312.000,1,0.472,4286.787
586.800,4223.967,12149.496,49881.150,338395.465,6286255.167,1144834739.295,701945995485279.250,1,0.472,4223.967
586.900,4152.012,11879.667,48395.722,324592.900,5926564.246,1047420037.797,593726487199984.625,1,0.472,4152.012
587.000,4086.212,11629.409,47008.818,311713.076,5600373.137,959404551.548,503933914846663.875,1,0.472,4086.212
587.100,4021.429,11384.373,45661.617,299690.185,5292136.633,880816889.711,428215349773200.562,1,0.472,4021.429
587.200,3957.689,11144.523,44352.984,288130.475,5006643.611,808666583.328,364715175673437.500,1,0.472,3957.689
587.300,3899.407,10922.226,43131.383,277335.834,4736553.325,743284102.472,310990353638357.938,1,0.472,3899.407
587.400,3837.565,10692.018,41943.385,266637.387,4481020.962,683187947.180,265485098054937.438,1,0.472,3837.565
587.500,3781.002,10478.652,40787.941,256647.807,4249088.921,629400633.944,227163040304110.438,1,0.472,3781.002
587.600,3725.287,10269.496,39709.911,247317.869,4024501.042,579849779.069,194597240063917.438,1,0.472,3725.287
587.700,3670.394,10064.534,38615.918,238326.654,3816188.488,534199923.604,166892630696265.344,1,0.472,3670.394
587.800,3616.335,9874.955,37595.333,229661.890,3622839.841,493281820.920,143463229991433.719,1,0.472,3616.335
587.900,3562.951,9677.714,36601.339,221311.745,3439288.382,455496527.704,123465474164118.594,1,0.472,3562.951
588.000,3510.416,9495.300,35674.786,213511.547,3265037.667,421092833.749,106378027406974.750,1,0.472,3510.416
588.100,3458.644,9316.308,34731.606,205986.530,3103187.434,389287659.866,91761354811422.344,1,0.472,3458.644
588.200,3411.510,9140.677,33852.202,198725.752,2949370.340,360299429.274,79336065990744.812,1,0.472,3411.510
588.300,3365.018,8968.342,32995.028,191942.348,2806408.041,333856112.283,68672520219661.500,1,0.472,3365.018
588.400,3319.160,8799.243,32159.422,185177.100,2670376.389,309352593.944,59510754589250.109,1,0.472,3319.160
588.500,3270.199,8643.149,31381.069,179061.861,2543874.518,286979591.608,51631024372404.430,1,0.472,3270.199
588.600,3225.610,8480.154,30586.270,172949.280,2420562.698,266531421.594,44846391740926.562,1,0.472,3225.610
588.700,3185.254,8329.719,29845.827,167238.278,2308560.419,247541011.829,39043364115574.781,1,0.472,3185.254
588.800,3141.878,8181.964,29123.368,161715.572,2201734.668,230168591.234,34030508278620.578,1,0.472,3141.878
588.900,3102.677,8046.093,28451.103,156555.331,2099852.971,214263294.989,29695441546222.227,1,0.472,3102.677
589.000,3067.745,7921.829,27826.601,151735.219,2007315.742,199686934.929,25972600307776.691,1,0.472,3067.745
589.100,3090.061,7939.503,27726.720,149809.013,1954641.170,189792033.261,23166810081208.340,1,0.472,3090.061
589.200,2988.169,7651.952,26556.420,142206.196,1832175.669,173442194.396,19914512625413.918,1,0.472,2988.169
589.300,2943.552,7506.968,25882.884,137508.494,1747392.246,161456370.763,17417881323203.645,1,0.472,2943.552
589.400,2903.261,7373.508,25284.861,133119.921,1668457.859,150646800.771,15287063828178.828,1,0.472,2903.261
589.500,2866.861,7250.786,24700.704,129020.197,1596772.166,140722905.521,13432462724547.992,1,0.472,2866.861
589.600,2830.976,7130.163,24157.796,125046.902,1526404.093,131452753.090,11830147768439.150,1,0.472,2830.976
589.700,2798.761,7011.601,23626.937,121335.500,1462505.837,122935147.882,10418935782201.838,1,0.472,2798.761
589.800,2763.756,6902.812,23107.566,117598.454,1399666.486,115102283.289,9197310461611.709,1,0.472,2763.756
589.900,2732.381,6795.852,22625.739,114239.631,1342623.851,107893339.148,8128301645109.827,1,0.472,2732.381
590.000,2701.514,6690.667,22154.064,110976.881,1287906.527,101135588.992,7191843986692.030,1,0.472,2701.514
590.100,2677.362,6602.511,21742.493,108056.497,1238275.094,95130071.087,6377967910524.335,1,0.472,2677.362
590.200,2663.506,6546.419,21413.366,105578.669,1194690.336,89791674.812,5695536192088.606,1,0.472,2663.506
590.300,2736.463,6686.774,21737.393,106306.402,1187767.526,87335873.981,5235087003638.332,1,0.472,2736.463
590.400,2652.299,6466.524,20915.106,101376.562,1119791.865,80552951.512,4568201529680.330,1,0.472,2652.299
590.500,2567.307,6238.719,20077.182,96674.492,1054489.675,74211088.096,3981680969418.586,1,0.472,2567.307
590.600,2528.482,6119.830,19589.398,93587.256,1009179.306,69562994.760,3531098765258.705,1,0.472,2528.482
590.700,2499.580,6024.692,19180.455,91017.994,969166.535,65356789.116,3142363179324.497,1,0.472,2499.580
590.800,2477.268,5952.055,18845.554,88724.629,933969.079,61689188.186,2809377781161.548,1,0.472,2477.268
590.900,2473.370,5915.505,18624.785,86990.532,906310.475,58564365.954,2529131765551.785,1,0.472,2473.370
591.000,2619.403,6219.013,19466.966,90161.848,928525.948,58834579.929,2409387352240.995,1,0.472,2619.403
591.100,2447.529,5808.399,18106.012,83333.040,847529.690,52599368.352,2045002244799.753,1,0.472,2447.529
591.200,2487.167,5877.103,18209.834,83230.649,836798.998,50925032.450,1877501372528.364,1,0.472,2487.167
591.300,2446.560,5758.228,17766.965,80571.920,801765.225,47790589.742,1674677051140.524,1,0.472,2446.560
591.400,2332.406,5481.917,16836.342,75861.223,746334.700,43623134.652,1452931098905.087,1,0.472,2332.406
591.500,2288.327,5364.016,16388.217,73351.996,713438.863,40890888.036,1294477020902.115,1,0.472,2288.327
591.600,2256.386,5267.830,16026.653,71254.628,685940.212,38507097.665,1159981522990.984,1,0.472,2256.386
591.700,2227.740,5185.499,15709.392,69297.509,659501.896,36388219.021,1041860143127.653,1,0.472,2227.740
591.800,2204.630,5110.489,15398.683,67472.087,635548.205,34385829.388,937933549352.112,1,0.472,2204.630
591.900,2179.442,5042.414,15111.536,65770.715,613172.104,32531271.526,845346703550.659,1,0.472,2179.442
592.000,2159.507,4975.365,14846.851,64185.969,592267.233,30812201.661,762782059557.037,1,0.472,2159.507
592.100,2137.489,4909.360,14586.914,62639.488,572075.397,29217782.665,689870704656.594,1,0.472,2137.489
592.200,2120.680,4855.466,14348.239,61271.598,553210.278,27737795.008,624651446179.745,1,0.472,2120.680
592.300,2106.814,4808.111,14146.330,60003.031,536203.619,26424231.944,566903871659.101,1,0.472,2106.814
592.400,2101.014,4778.409,13996.280,58965.285,522126.028,25230998.006,516878360128.081,1,0.472,2101.014
592.500,2126.873,4812.000,14027.097,58688.256,514323.592,24427859.478,477842790750.589,1,0.472,2126.873
592.600,2394.058,5372.804,15545.876,64529.440,559548.083,26119348.425,487874004719.727,1,0.472,2394.058
592.700,2174.660,4879.965,14089.115,58138.103,499644.682,22897324.759,408863705700.521,1,0.472,2174.660
592.800,2040.944,4577.879,13178.151,54105.288,460286.788,20732401.727,353907324515.129,1,0.472,2040.944
592.900,1992.013,4462.606,12781.483,52192.826,439486.736,19456283.735,317502944469.035,1,0.472,1992.013
593.000,1961.403,4381.852,12498.519,50699.206,423522.239,18406890.992,287485847787.212,1,0.472,1961.403
593.100,1936.218,4313.002,12264.564,49419.291,408609.155,17474526.247,261209894404.542,1,0.472,1936.218
593.200,1915.949,4255.159,12035.281,48227.658,395132.202,16627744.275,237885006925.041,1,0.472,1915.949
593.300,1896.029,4198.251,11837.496,47118.991,382539.926,15821997.114,216892564761.208,1,0.472,1896.029
593.400,1876.413,4142.191,11629.747,46088.848,370350.344,15072689.791,197981710321.034,1,0.472,1876.413
593.500,1859.179,4091.619,11451.889,45081.285,358963.311,14358869.895,180927934559.970,1,0.472,1859.179
593.600,1842.074,4041.624,11263.843,44095.805,347925.547,13694660.016,165534679752.153,1,0.472,1842.074
593.700,1823.106,3996.799,11078.899,43131.788,337616.661,13076225.665,151625591056.678,1,0.472,1823.106
593.800,1808.457,3948.059,10909.503,42237.438,327613.434,12485758.629,138885643224.629,1,0.472,1808.457
593.900,1791.934,3904.367,10742.743,41361.812,317906.801,11921955.722,127509877511.230,1,0.472,1791.934
594.000,1775.606,3861.185,10578.578,40504.133,308843.065,11396764.318,117066231051.007,1,0.472,1775.606
594.100,1761.446,3818.534,10428.842,39664.413,300037.932,10907262.998,107601813431.511,1,0.472,1761.446
594.200,1747.456,3776.407,10269.563,38886.824,291484.022,10438819.325,99017135597.761,1,0.472,1747.456
594.300,1733.654,3739.071,10124.352,38168.367,283500.981,10002006.448,91117079888.695,1,0.472,1733.654
594.400,1722.013,3702.219,9992.742,37420.305,275736.746,9583502.453,84041447013.415,1,0.472,1722.013
594.500,1710.590,3670.039,9862.978,36771.486,268804.681,9193118.851,77604587713.132,1,0.472,1710.590
594.600,1703.339,3638.416,9757.485,36175.839,262047.841,8838998.992,71826421658.258,1,0.472,1703.339
594.700,1698.476,3619.848,9664.690,35631.462,256050.936,8508364.995,66555489125.838,1,0.472,1698.476
594.800,1702.314,3614.749,9617.859,35258.315,251349.814,8237492.794,62028259428.504,1,0.472,1702.314
594.900,1726.261,3657.891,9684.493,35336.664,249602.589,8058576.113,58548115955.429,1,0.472,1726.261
595.000,1840.284,3872.184,10197.631,36969.462,259291.233,8246679.406,57675276046.762,1,0.472,1840.284
595.100,2264.748,4699.428,12262.964,44146.107,306921.639,9615424.131,64883854993.880,1,0.472,2264.748
595.200,1740.375,3651.275,9555.888,34317.544,236924.802,7321635.845,47614291268.736,1,0.472,1740.375
595.300,1652.591,3464.685,9051.001,32380.119,221813.837,6768593.627,42421431353.842,1,0.472,1652.591
595.400,1612.143,3376.399,8797.263,31305.511,213012.439,6403522.382,38722708504.529,1,0.472,1612.143
595.500,1586.870,3318.432,8611.473,30513.399,205983.979,6107304.005,35674397100.915,1,0.472,1586.870
595.600,1566.097,3269.481,8459.193,29844.793,199878.497,5844981.917,32980102252.813,1,0.472,1566.097
595.700,1549.492,3225.351,8319.595,29224.887,194178.533,5606877.465,30559880214.273,1,0.472,1549.492
595.800,1535.002,3189.252,8201.243,28651.050,189076.790,5384686.790,28349894269.696,1,0.472,1535.002
595.900,1520.768,3153.688,8084.714,28120.876,184109.228,5177275.959,26360614725.356,1,0.472,1520.768
596.000,1508.444,3118.619,7969.928,27600.720,179479.124,4983590.244,24539164391.401,1,0.472,1508.444
596.100,1496.288,3087.497,7865.847,27121.336,175167.964,4797165.869,22869964291.285,1,0.472,1496.288
596.200,1484.268,3056.739,7763.157,26650.307,170959.943,4623050.333,21314371801.780,1,0.472,1484.268
596.300,1472.388,3026.318,7661.864,26187.569,166853.124,4455255.006,19910456342.104,1,0.472,1472.388
596.400,1460.630,2999.644,7570.575,25762.529,162845.576,4298497.211,18599069836.926,1,0.472,1460.630
596.500,1450.626,2969.865,7471.880,25315.258,159117.222,4147268.250,17414173309.652,1,0.472,1450.626
596.600,1440.717,2943.749,7382.914,24904.425,155474.329,4005982.752,16304813434.679,1,0.472,1440.717
596.700,1430.896,2917.894,7295.059,24528.492,152090.151,3873981.027,15283715728.826,1,0.472,1430.896
596.800,1419.579,2889.027,7216.522,24130.548,148780.186,3741995.100,14343161327.806,1,0.472,1419.579
596.900,1409.948,2866.942,7130.703,23766.338,145541.894,3622873.311,13475998724.425,1,0.472,1409.948
597.000,1401.998,2841.870,7054.036,23407.793,142538.370,3507544.054,12675930620.166,1,0.472,1401.998
597.100,1392.533,2817.017,6970.250,23054.604,139597.340,3395886.580,11937101641.386,1,0.472,1392.533
597.200,1383.173,2795.609,6903.244,22732.972,136717.072,3291581.973,11254358480.872,1,0.472,1383.173
597.300,1375.429,2771.239,6829.146,22415.915,134050.715,3194157.208,10635197449.948,1,0.472,1375.429
597.400,1366.241,2750.246,6755.914,22103.296,131436.427,3099625.950,10050068830.779,1,0.472,1366.241
597.500,1358.669,2729.460,6691.154,21820.275,129022.199,3011376.607,9519120168.732,1,0.472,1358.669
597.600,1351.174,2708.888,6627.083,21516.199,126652.376,2929010.712,9026638762.143,1,0.472,1351.174
597.700,1343.757,2691.558,6563.715,21265.300,124326.525,2848897.962,8569499584.621,1,0.472,1343.757
597.800,1336.433,2671.386,6501.042,20993.382,122325.048,2774177.622,8163767649.270,1,0.472,1336.433
597.900,1329.205,2654.446,6446.435,20748.866,120217.599,2707670.336,7777245520.987,1,0.472,1329.205
598.000,1322.047,2637.660,6392.373,20530.869,118419.474,2642757.707,7434733800.706,1,0.472,1322.047
598.100,1316.501,2621.111,6346.135,20315.429,116648.644,2582381.071,7115517928.321,1,0.472,1316.501
598.200,1310.988,2607.647,6300.316,20102.450,114904.691,2526298.867,6833639291.273,1,0.472,1310.988
598.300,1305.518,2594.289,6254.913,19914.596,113448.337,2474289.637,6570509765.828,1,0.472,1305.518
598.400,1300.168,2581.137,6210.044,19728.881,112011.165,2428960.579,6339434500.249,1,0.472,1300.168
598.500,1294.917,2568.161,6172.686,19567.511,110720.066,2387216.438,6137710680.279,1,0.472,1294.917
598.600,1291.226,2558.266,6142.704,19430.099,109570.384,2348899.967,5956145062.159,1,0.472,1291.226
598.700,1287.622,2548.528,6113.071,19293.901,108558.334,2316541.109,5800007564.301,1,0.472,1287.622
598.800,1284.119,2538.963,6083.785,19202.944,107680.307,2287274.169,5667579588.719,1,0.472,1284.119
598.900,1282.154,2532.418,6061.716,19090.884,107056.456,2263597.432,5557376248.069,1,0.472,1282.154
599.000,1280.284,2528.872,6046.827,19023.346,106436.887,2245344.110,5468225469.038,1,0.472,1280.284
599.100,1278.503,2522.615,6032.155,18978.092,105943.226,2229817.585,5399192354.408,1,0.472,1278.503
599.200,1276.811,2522.190,6024.531,18933.187,105573.748,2219510.316,5343340035.990,1,0.472,1276.811
599.300,1276.623,2519.010,6017.098,18910.353,105448.909,2211809.445,5306431944.130,1,0.472,1276.623
599.400,1276.501,2518.766,6009.753,18887.608,105202.944,2206681.317,5281946651.258,1,0.472,1276.501
599.500,1276.435,2518.567,6009.314,18864.949,105078.544,2201558.298,5263648768.038,1,0.472,1276.435
599.600,1277.857,2518.414,6008.894,18863.869,105075.278,2198984.311,5239360887.819,1,0.472,1277.857
599.700,1279.362,2521.142,6015.256,18862.609,104950.051,2191341.164,5197150408.665,1,0.472,1279.362
599.800,1282.664,2527.005,6021.806,18861.289,104703.624,2178688.436,5125601738.768,1,0.472,1282.664
599.900,1299.712,2555.117,6078.648,18992.066,105062.868,2173623.716,5031728237.697,1,0.472,1299.712
600.000,1359.845,2655.626,6284.713,19552.714,107516.881,2198821.695,4951009843.141,1,0.472,1359.845
600.100,1268.147,2482.092,5870.556,18165.943,99149.975,1997809.362,4325304046.527,1,0.472,1268.147
600.200,1244.311,2429.555,5724.495,17621.421,95211.228,1885683.514,3907350869.150,1,0.472,1244.311
600.300,1225.862,2389.674,5601.840,17132.940,91639.782,1783954.900,3525700106.168,1,0.472,1225.862
600.400,1210.615,2350.630,5488.173,16677.046,88303.624,1685768.253,3173998394.865,1,0.472,1210.615
600.500,1195.687,2314.942,5376.877,16251.887,85088.598,1594821.820,2860681575.210,1,0.472,1195.687
600.600,1182.382,2279.893,5279.910,15837.612,82179.634,1510520.970,2584246651.414,1,0.472,1182.382
600.700,1169.409,2250.655,5184.907,15451.824,79370.298,1433983.968,2339921928.522,1,0.472,1169.409
600.800,1156.448,2219.148,5091.466,15092.505,76745.015,1361325.938,2121144498.053,1,0.472,1156.448
600.900,1146.424,2190.812,5005.704,14741.907,74292.681,1295333.278,1931729882.293,1,0.472,1146.424
601.000,1136.803,2168.067,4927.385,14449.489,72084.874,1236819.889,1767368571.573,1,0.472,1136.803
601.100,1125.603,2140.331,4849.888,14130.102,69942.587,1180950.383,1620730553.355,1,0.472,1125.603
601.200,1113.225,2112.932,4768.193,13833.629,67863.882,1128904.116,1487976228.142,1,0.472,1113.225
601.300,1103.774,2088.594,4698.969,13559.391,65999.668,1081649.686,1374005802.958,1,0.472,1103.774
601.400,1095.869,2067.136,4636.330,13306.214,64335.101,1038765.836,1273167611.090,1,0.472,1095.869
601.500,1086.680,2048.105,4574.435,13072.691,62712.407,998737.875,1182461182.212,1,0.472,1086.680
601.600,1078.928,2027.141,4518.726,12843.574,61201.696,962472.056,1100752879.260,1,0.472,1078.928
601.700,1071.242,2008.689,4463.757,12632.974,59727.456,928597.551,1027059794.984,1,0.472,1071.242
601.800,1063.706,1990.513,4409.609,12440.304,58423.477,895912.896,961628669.047,1,0.472,1063.706
601.900,1057.522,1974.862,4361.231,12250.743,57148.208,867379.831,902444915.465,1,0.472,1057.522
602.000,1051.459,1959.449,4313.516,12078.121,55965.546,839755.802,847884739.004,1,0.472,1051.459
602.100,1046.753,1946.512,4271.387,11908.134,54870.683,813950.715,799385083.024,1,0.472,1046.753
602.200,1042.183,1933.802,4234.618,11754.210,53859.555,790762.062,754532719.387,1,0.472,1042.183
602.300,1037.740,1923.461,4198.323,11615.745,52928.291,768236.645,713841413.897,1,0.472,1037.740
602.400,1034.688,1913.408,4167.349,11492.384,52073.364,748075.539,676908080.049,1,0.472,1034.688
602.500,1034.141,1905.765,4146.228,11383.601,51291.570,729287.159,643369718.699,1,0.472,1034.141
602.600,1033.878,1902.735,4125.552,11289.187,50580.325,712615.973,612904993.093,1,0.472,1033.878
602.700,1030.750,1892.740,4095.088,11169.308,49763.413,694718.531,583210803.383,1,0.472,1030.750
602.800,1016.564,1866.012,4030.548,10960.236,48620.264,671817.422,550487689.101,1,0.472,1016.564
602.900,1006.470,1844.363,3972.130,10780.404,47558.852,651924.681,521403690.881,1,0.472,1006.470
603.000,996.720,1825.282,3923.732,10615.970,46628.090,632623.176,494998122.123,1,0.472,996.720
603.100,988.098,1806.329,3875.858,10453.988,45715.590,615311.886,469928375.117,1,0.472,988.098
603.200,979.771,1789.825,3833.177,10306.525,44872.847,598472.672,447161168.138,1,0.472,979.771
603.300,972.710,1775.580,3795.397,10172.932,44045.818,582770.215,425988598.868,1,0.472,972.710
603.400,965.783,1759.558,3758.093,10041.176,43283.948,568133.417,406287396.925,1,0.472,965.783
603.500,960.102,1747.746,3721.298,9922.622,42584.493,553864.411,387945042.524,1,0.472,960.102
603.600,954.380,1733.988,3684.787,9794.219,41848.098,540577.382,370858761.066,1,0.472,954.380
603.700,947.735,1720.447,3652.911,9678.658,41219.269,527609.261,354525013.475,1,0.472,947.735
603.800,942.235,1708.990,3621.361,9575.457,40553.268,515548.535,339302220.698,1,0.472,942.235
603.900,937.854,1697.647,3590.133,9462.643,39944.200,503762.092,325108259.171,1,0.472,937.854
604.000,932.504,1686.441,3559.236,9361.878,39344.181,492246.771,311508072.529,1,0.472,932.504
604.100,927.167,1675.296,3528.606,9262.221,38753.322,481548.647,298821670.448,1,0.472,927.167
604.200,922.923,1664.254,3502.241,9163.660,38215.262,471084.609,286651933.330,1,0.472,922.923
604.300,917.705,1653.329,3472.186,9066.182,37641.523,460846.655,275295518.587,1,0.472,917.705
604.400,913.556,1644.346,3446.314,8980.048,37118.942,451353.195,264694482.521,1,0.472,913.556
604.500,909.452,1633.599,3420.671,8884.620,36603.868,441544.296,254502453.240,1,0.472,909.452
604.600,905.388,1624.784,3395.254,8800.277,36137.354,432947.931,244702116.034,1,0.472,905.388
604.700,901.389,1616.059,3370.084,8716.823,35635.940,424029.509,235551002.528,1,0.472,901.389
604.800,897.429,1607.410,3345.136,8634.193,35182.020,415773.051,227004083.246,1,0.472,897.429
604.900,892.372,1596.888,3320.246,8552.210,34733.680,407678.714,218514824.790,1,0.472,892.372
605.000,888.419,1588.316,3299.366,8471.120,34251.800,399740.820,210830013.243,1,0.472,888.419
605.100,884.498,1579.801,3274.942,8390.830,33815.562,391958.791,203180093.495,1,0.472,884.498
605.200,881.597,1571.355,3254.403,8320.847,33423.276,384772.011,196033979.199,1,0.472,881.597
605.300,877.750,1562.983,3230.368,8251.476,32997.622,377717.089,189357728.388,1,0.472,877.750
605.400,873.956,1556.450,3210.187,8173.384,32614.956,370791.605,182909411.345,1,0.472,873.956
605.500,871.185,1548.239,3190.177,8105.355,32236.843,363993.183,176884269.986,1,0.472,871.185
605.600,867.329,1539.941,3166.583,8037.763,31826.345,357318.387,170860196.181,1,0.472,867.329
605.700,863.585,1531.792,3146.822,7970.842,31457.304,351172.048,165232472.836,1,0.472,863.585
605.800,860.928,1525.516,3130.868,7904.635,31128.486,345131.505,159974237.353,1,0.472,860.928
605.900,857.166,1517.402,3111.297,7838.802,30767.562,339194.938,154883813.116,1,0.472,857.166
606.000,853.405,1509.295,3088.287,7773.392,30410.645,332976.217,149609003.466,1,0.472,853.405
606.100,850.687,1503.027,3069.079,7708.757,30058.166,327626.601,145015311.714,1,0.472,850.687
606.200,847.057,1496.814,3053.465,7653.434,29744.018,322362.993,140563100.623,1,0.472,847.057
606.300,844.406,1488.976,3034.537,7589.877,29433.257,317184.011,136247161.747,1,0.472,844.406
606.400,840.808,1482.832,3015.705,7535.436,29125.662,312089.259,132216730.459,1,0.472,840.808
606.500,838.179,1476.734,3000.414,7481.411,28821.383,307075.452,128453371.088,1,0.472,838.179
606.600,835.628,1470.741,2985.284,7427.874,28520.383,302491.912,124653495.325,1,0.472,835.628
606.700,832.999,1463.038,2966.790,7366.246,28222.448,297975.919,121105786.315,1,0.472,832.999
606.800,829.513,1457.077,2951.829,7321.878,27959.897,293528.306,117794623.880,1,0.472,829.513
606.900,826.982,1451.167,2936.964,7269.535,27699.797,289146.235,114574345.084,1,0.472,826.982
607.000,824.481,1445.304,2922.205,7217.615,27442.210,285159.243,111441760.512,1,0.472,824.481
607.100,822.012,1441.109,2907.561,7174.263,27187.027,280903.080,108520393.107,1,0.472,822.012
607.200,820.508,1435.370,2893.041,7123.145,26934.311,277350.417,105675607.866,1,0.472,820.508
607.300,819.202,1431.459,2882.084,7088.763,26715.023,273841.875,103143319.370,1,0.472,819.202
607.400,815.718,1425.590,2867.529,7038.094,26466.541,270066.914,100439182.562,1,0.472,815.718
607.500,814.322,1421.617,2856.578,6996.078,26250.909,266650.584,98032374.703,1,0.472,814.322
607.600,813.111,1417.842,2845.880,6962.473,26067.274,263279.136,95793789.421,1,0.472,813.111
607.700,814.207,1419.368,2842.192,6945.456,25945.157,260851.360,93822745.097,1,0.472,814.207
607.800,828.288,1439.977,2877.283,7019.456,26125.949,261752.256,93066877.123,1,0.472,828.288
607.900,825.764,1434.179,2866.132,6977.437,25913.101,258441.992,90941680.725,1,0.472,825.764
608.000,808.036,1405.808,2806.507,6829.642,25316.538,251660.114,87642169.383,1,0.472,808.036
608.100,803.171,1394.817,2785.524,6772.599,25051.944,247904.338,85443299.462,1,0.472,803.171
608.200,799.705,1389.079,2771.485,6724.267,24847.719,244769.350,83492190.130,1,0.472,799.705
608.300,797.312,1383.547,2757.721,6691.751,24645.477,241953.672,81679895.335,1,0.472,797.312
608.400,795.015,1379.683,2747.227,6651.944,24473.110,239446.401,79999259.641,1,0.472,795.015
608.500,793.676,1375.899,2736.870,6620.021,24302.107,236965.135,78443730.477,1,0.472,793.676
608.600,792.371,1372.168,2729.683,6588.316,24132.379,234510.331,76918684.296,1,0.472,792.371
608.700,791.117,1370.037,2719.507,6564.302,23991.507,232348.780,75510195.580,1,0.472,791.117
608.800,789.925,1366.439,2712.510,6533.038,23851.612,230207.171,74127498.524,1,0.472,789.925
608.900,788.798,1364.462,2705.617,6509.441,23712.609,228086.025,72938592.540,1,0.472,788.798
609.000,788.646,1362.584,2698.857,6493.471,23601.784,226245.902,71768534.531,1,0.472,788.646
609.100,789.664,1362.551,2698.540,6477.926,23518.821,224938.842,70699051.607,1,0.472,789.664
609.200,789.580,1362.284,2694.946,6462.161,23435.927,223124.132,69645291.952,1,0.472,789.580
609.300,791.715,1364.028,2694.927,6461.733,23380.877,222092.466,68845521.635,1,0.472,791.715
609.400,795.294,1370.966,2704.684,6476.724,23407.274,221577.395,68212071.411,1,0.472,795.294
609.500,805.433,1385.368,2731.178,6522.881,23543.139,222343.911,67975980.861,1,0.472,805.433
609.600,832.446,1426.166,2806.269,6694.948,24096.622,227013.827,68924214.640,1,0.472,832.446
609.700,1006.659,1699.155,3301.866,7829.451,28061.233,263498.985,79534317.642,1,0.472,1006.659
609.800,891.221,1516.619,2966.309,7053.302,25301.579,237198.197,71188592.964,1,0.472,891.221
609.900,829.810,1420.155,2788.554,6638.725,23816.119,222848.348,66500077.525,1,0.472,829.810
610.000,824.903,1412.416,2771.186,6591.438,23622.601,220795.753,65509105.121,1,0.472,824.903
610.100,843.949,1442.253,2826.099,6709.486,24009.785,223876.599,66116844.066,1,0.472,843.949
610.200,925.180,1568.027,3054.073,7229.699,25804.202,240222.746,70614857.776,1,0.472,925.180
610.300,1162.239,1939.323,3736.174,8776.449,31220.153,289664.370,84747903.239,1,0.472,1162.239
610.400,1326.894,2194.215,4203.437,9840.062,34901.764,323264.516,94246078.406,1,0.472,1326.894
610.500,899.226,1525.475,2975.604,7034.620,25063.671,232302.039,67505002.849,1,0.472,899.226
610.600,832.844,1421.344,2780.826,6590.369,23510.560,217495.603,63059093.070,1,0.472,832.844
610.700,809.426,1384.504,2712.962,6435.557,22943.087,212035.448,61335377.264,1,0.472,809.426
610.800,800.219,1369.991,2686.204,6367.259,22704.103,209841.079,60491363.038,1,0.472,800.219
610.900,799.042,1368.116,2679.721,6359.464,22651.208,209115.117,60212613.861,1,0.472,799.042
611.000,805.950,1378.935,2699.583,6397.492,22783.389,210326.237,60491363.038,1,0.472,805.950
611.100,829.382,1415.668,2767.034,6551.123,23319.460,215242.671,61833146.804,1,0.472,829.382
611.200,922.716,1560.038,3035.007,7160.771,25415.596,234456.625,67348874.529,1,0.472,922.716
611.300,1204.801,2001.953,3839.907,8988.222,31807.677,293027.631,84064887.338,1,0.472,1204.801
611.400,857.081,1457.446,2846.716,6732.499,23951.866,221040.254,63497489.795,1,0.472,857.081
611.500,808.354,1382.680,2706.404,6420.236,22863.098,211057.714,60701458.127,1,0.472,808.354
611.600,791.094,1355.645,2656.784,6307.075,22468.116,207672.657,59797080.596,1,0.472,791.094
611.700,782.230,1341.674,2633.968,6255.079,22312.020,206238.879,59590482.206,1,0.472,782.230
